Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
AAPL,APPLE INC,Information Technology,Equity,"27,540,724,931.37",7.34,"27,540,724,931.37","143,958,627.00",191.31,United States,NASDAQ,USD,1.00,--
MSFT,MICROSOFT CORP,Information Technology,Equity,"27,499,722,739.50",7.33,"27,499,722,739.50","72,779,470.00",377.85,United States,NASDAQ,USD,1.00,--
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"13,048,512,690.34",3.48,"13,048,512,690.34","88,940,854.00",146.71,United States,NASDAQ,USD,1.00,--
NVDA,NVIDIA CORP,Information Technology,Equity,"11,786,909,274.00",3.14,"11,786,909,274.00","24,195,150.00",487.16,United States,NASDAQ,USD,1.00,--
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"8,048,709,332.29",2.14,"8,048,709,332.29","58,117,621.00",138.49,United States,NASDAQ,USD,1.00,--
META,META PLATFORMS INC CLASS A,Communication,Equity,"7,434,831,492.60",1.98,"7,434,831,492.60","21,771,740.00",341.49,United States,NASDAQ,USD,1.00,--
GOOG,ALPHABET INC CLASS C,Communication,Equity,"6,922,203,745.00",1.84,"6,922,203,745.00","49,437,250.00",140.02,United States,NASDAQ,USD,1.00,--
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"6,463,275,881.40",1.72,"6,463,275,881.40","17,864,223.00",361.80,United States,New York Stock Exchange Inc.,USD,1.00,--
TSLA,TESLA INC,Consumer Discretionary,Equity,"6,335,245,829.25",1.69,"6,335,245,829.25","27,049,425.00",234.21,United States,NASDAQ,USD,1.00,--
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"4,934,036,914.24",1.31,"4,934,036,914.24","9,073,924.00",543.76,United States,New York Stock Exchange Inc.,USD,1.00,--
LLY,ELI LILLY,Health Care,Equity,"4,648,398,547.77",1.24,"4,648,398,547.77","7,811,253.00",595.09,United States,New York Stock Exchange Inc.,USD,1.00,--
JPM,JPMORGAN CHASE & CO,Financials,Equity,"4,364,821,497.18",1.16,"4,364,821,497.18","28,466,846.00",153.33,United States,New York Stock Exchange Inc.,USD,1.00,--
XOM,EXXON MOBIL CORP,Energy,Equity,"4,121,598,757.47",1.10,"4,121,598,757.47","39,626,947.00",104.01,United States,New York Stock Exchange Inc.,USD,1.00,--
V,VISA INC CLASS A,Financials,Equity,"3,993,397,777.08",1.06,"3,993,397,777.08","15,739,389.00",253.72,United States,New York Stock Exchange Inc.,USD,1.00,--
AVGO,BROADCOM INC,Information Technology,Equity,"3,929,274,036.00",1.05,"3,929,274,036.00","4,042,463.00",972.00,United States,NASDAQ,USD,1.00,--
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"3,557,534,317.36",0.95,"3,557,534,317.36","23,587,948.00",150.82,United States,New York Stock Exchange Inc.,USD,1.00,--
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"3,487,250,391.30",0.93,"3,487,250,391.30","23,091,315.00",151.02,United States,New York Stock Exchange Inc.,USD,1.00,--
MA,MASTERCARD INC CLASS A,Financials,Equity,"3,344,200,989.24",0.89,"3,344,200,989.24","8,150,028.00",410.33,United States,New York Stock Exchange Inc.,USD,1.00,--
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"3,045,131,464.00",0.81,"3,045,131,464.00","9,848,420.00",309.20,United States,New York Stock Exchange Inc.,USD,1.00,--
ADBE,ADOBE INC,Information Technology,Equity,"2,766,987,828.00",0.74,"2,766,987,828.00","4,464,900.00",619.72,United States,NASDAQ,USD,1.00,--
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"2,557,083,765.72",0.68,"2,557,083,765.72","4,340,809.00",589.08,United States,NASDAQ,USD,1.00,--
MRK,MERCK & CO INC,Health Care,Equity,"2,527,440,745.84",0.67,"2,527,440,745.84","24,856,813.00",101.68,United States,New York Stock Exchange Inc.,USD,1.00,--
CVX,CHEVRON CORP,Energy,Equity,"2,508,445,008.24",0.67,"2,508,445,008.24","17,379,928.00",144.33,United States,New York Stock Exchange Inc.,USD,1.00,--
ABBV,ABBVIE INC,Health Care,Equity,"2,394,125,114.09",0.64,"2,394,125,114.09","17,289,847.00",138.47,United States,New York Stock Exchange Inc.,USD,1.00,--
PEP,PEPSICO INC,Consumer Staples,Equity,"2,281,842,013.40",0.61,"2,281,842,013.40","13,484,470.00",169.22,United States,NASDAQ,USD,1.00,--
KO,COCA-COLA,Consumer Staples,Equity,"2,227,203,145.28",0.59,"2,227,203,145.28","38,123,984.00",58.42,United States,New York Stock Exchange Inc.,USD,1.00,--
WMT,WALMART INC,Consumer Staples,Equity,"2,162,328,979.58",0.58,"2,162,328,979.58","13,980,274.00",154.67,United States,New York Stock Exchange Inc.,USD,1.00,--
CRM,SALESFORCE INC,Information Technology,Equity,"2,135,651,396.32",0.57,"2,135,651,396.32","9,540,973.00",223.84,United States,New York Stock Exchange Inc.,USD,1.00,--
NFLX,NETFLIX INC,Communication,Equity,"2,074,902,400.00",0.55,"2,074,902,400.00","4,340,800.00",478.00,United States,NASDAQ,USD,1.00,--
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"2,058,396,611.67",0.55,"2,058,396,611.67","6,178,959.00",333.13,United States,New York Stock Exchange Inc.,USD,1.00,--
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"2,012,645,549.09",0.54,"2,012,645,549.09","7,138,813.00",281.93,United States,New York Stock Exchange Inc.,USD,1.00,--
BAC,BANK OF AMERICA CORP,Financials,Equity,"2,006,567,570.67",0.53,"2,006,567,570.67","67,720,809.00",29.63,United States,New York Stock Exchange Inc.,USD,1.00,--
LIN,LINDE PLC,Materials,Equity,"1,967,432,874.22",0.52,"1,967,432,874.22","4,779,731.00",411.62,United States,NASDAQ,USD,1.00,--
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"1,938,922,401.46",0.52,"1,938,922,401.46","15,826,646.00",122.51,United States,NASDAQ,USD,1.00,--
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,"1,919,254,987.92",0.51,"1,919,254,987.92","39,917,949.00",48.08,United States,NASDAQ,USD,1.00,--
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"1,843,135,441.74",0.49,"1,843,135,441.74","3,780,558.00",487.53,United States,New York Stock Exchange Inc.,USD,1.00,--
ORCL,ORACLE CORP,Information Technology,Equity,"1,792,536,226.32",0.48,"1,792,536,226.32","15,420,993.00",116.24,United States,New York Stock Exchange Inc.,USD,1.00,--
INTC,INTEL CORPORATION CORP,Information Technology,Equity,"1,791,525,198.21",0.48,"1,791,525,198.21","41,024,163.00",43.67,United States,NASDAQ,USD,1.00,--
ABT,ABBOTT LABORATORIES,Health Care,Equity,"1,745,789,392.10",0.47,"1,745,789,392.10","16,998,923.00",102.70,United States,New York Stock Exchange Inc.,USD,1.00,--
CMCSA,COMCAST CORP CLASS A,Communication,Equity,"1,712,618,370.00",0.46,"1,712,618,370.00","40,315,875.00",42.48,United States,NASDAQ,USD,1.00,--
DIS,WALT DISNEY,Communication,Equity,"1,704,008,820.96",0.45,"1,704,008,820.96","17,923,728.00",95.07,United States,New York Stock Exchange Inc.,USD,1.00,--
PFE,PFIZER INC,Health Care,Equity,"1,676,876,464.64",0.45,"1,676,876,464.64","55,305,952.00",30.32,United States,New York Stock Exchange Inc.,USD,1.00,--
INTU,INTUIT INC,Information Technology,Equity,"1,547,881,498.96",0.41,"1,547,881,498.96","2,743,352.00",564.23,United States,NASDAQ,USD,1.00,--
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"1,538,126,559.90",0.41,"1,538,126,559.90","41,181,434.00",37.35,United States,New York Stock Exchange Inc.,USD,1.00,--
WFC,WELLS FARGO,Financials,Equity,"1,533,236,183.94",0.41,"1,533,236,183.94","35,840,023.00",42.78,United States,New York Stock Exchange Inc.,USD,1.00,--
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"1,426,650,187.36",0.38,"1,426,650,187.36","15,206,248.00",93.82,United States,New York Stock Exchange Inc.,USD,1.00,--
DHR,DANAHER CORP,Health Care,Equity,"1,424,521,156.70",0.38,"1,424,521,156.70","6,437,059.00",221.30,United States,New York Stock Exchange Inc.,USD,1.00,--
QCOM,QUALCOMM INC,Information Technology,Equity,"1,393,837,522.50",0.37,"1,393,837,522.50","10,932,059.00",127.50,United States,NASDAQ,USD,1.00,--
AMGN,AMGEN INC,Health Care,Equity,"1,386,367,724.97",0.37,"1,386,367,724.97","5,239,683.00",264.59,United States,NASDAQ,USD,1.00,--
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"1,384,342,733.67",0.37,"1,384,342,733.67","8,923,759.00",155.13,United States,New York Stock Exchange Inc.,USD,1.00,--
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"1,369,093,595.73",0.36,"1,369,093,595.73","8,894,261.00",153.93,United States,NASDAQ,USD,1.00,--
COP,CONOCOPHILLIPS,Energy,Equity,"1,347,202,674.10",0.36,"1,347,202,674.10","11,730,106.00",114.85,United States,New York Stock Exchange Inc.,USD,1.00,--
NOW,SERVICENOW INC,Information Technology,Equity,"1,338,263,276.52",0.36,"1,338,263,276.52","1,998,422.00",669.66,United States,New York Stock Exchange Inc.,USD,1.00,--
UNP,UNION PACIFIC CORP,Industrials,Equity,"1,334,275,528.20",0.36,"1,334,275,528.20","5,970,180.00",223.49,United States,New York Stock Exchange Inc.,USD,1.00,--
SPGI,S&P GLOBAL INC,Financials,Equity,"1,323,119,627.20",0.35,"1,323,119,627.20","3,187,472.00",415.10,United States,New York Stock Exchange Inc.,USD,1.00,--
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"1,295,092,772.88",0.35,"1,295,092,772.88","12,000,489.00",107.92,United States,New York Stock Exchange Inc.,USD,1.00,--
GE,GENERAL ELECTRIC,Industrials,Equity,"1,275,091,838.80",0.34,"1,275,091,838.80","10,661,303.00",119.60,United States,New York Stock Exchange Inc.,USD,1.00,--
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"1,250,768,085.96",0.33,"1,250,768,085.96","6,503,916.00",192.31,United States,NASDAQ,USD,1.00,--
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"1,229,608,279.40",0.33,"1,229,608,279.40","8,225,905.00",149.48,United States,NASDAQ,USD,1.00,--
CAT,CATERPILLAR INC,Industrials,Equity,"1,229,332,142.82",0.33,"1,229,332,142.82","4,997,082.00",246.01,United States,New York Stock Exchange Inc.,USD,1.00,--
BA,BOEING,Industrials,Equity,"1,221,418,844.16",0.33,"1,221,418,844.16","5,554,176.00",219.91,United States,New York Stock Exchange Inc.,USD,1.00,--
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"1,160,582,939.04",0.31,"1,160,582,939.04","11,219,866.00",103.44,United States,NASDAQ,USD,1.00,--
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"1,139,320,453.44",0.30,"1,139,320,453.44","5,740,228.00",198.48,United States,New York Stock Exchange Inc.,USD,1.00,--
NEE,NEXTERA ENERGY INC,Utilities,Equity,"1,139,259,878.26",0.30,"1,139,259,878.26","19,823,558.00",57.47,United States,New York Stock Exchange Inc.,USD,1.00,--
RTX,RTX CORP,Industrials,Equity,"1,138,045,782.64",0.30,"1,138,045,782.64","14,257,652.00",79.82,United States,New York Stock Exchange Inc.,USD,1.00,--
T,AT&T INC,Communication,Equity,"1,132,369,285.74",0.30,"1,132,369,285.74","70,029,022.00",16.17,United States,New York Stock Exchange Inc.,USD,1.00,--
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"1,107,999,705.69",0.30,"1,107,999,705.69","2,308,477.00",479.97,United States,New York Stock Exchange Inc.,USD,1.00,--
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"1,094,016,380.00",0.29,"1,094,016,380.00","349,526.00","3,130.00",United States,NASDAQ,USD,1.00,--
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"1,093,626,027.60",0.29,"1,093,626,027.60","3,229,465.00",338.64,United States,New York Stock Exchange Inc.,USD,1.00,--
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"1,086,951,072.60",0.29,"1,086,951,072.60","3,441,897.00",315.80,United States,NASDAQ,USD,1.00,--
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"1,068,035,710.50",0.28,"1,068,035,710.50","7,084,814.00",150.75,United States,New York Stock Exchange Inc.,USD,1.00,--
MDT,MEDTRONIC PLC,Health Care,Equity,"1,021,908,436.32",0.27,"1,021,908,436.32","13,039,536.00",78.37,United States,New York Stock Exchange Inc.,USD,1.00,--
TJX,TJX INC,Consumer Discretionary,Equity,"1,012,630,744.65",0.27,"1,012,630,744.65","11,257,707.00",89.95,United States,New York Stock Exchange Inc.,USD,1.00,--
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"1,011,335,080.70",0.27,"1,011,335,080.70","20,464,085.00",49.42,United States,New York Stock Exchange Inc.,USD,1.00,--
PLD,PROLOGIS REIT INC,Real Estate,Equity,"1,009,415,361.24",0.27,"1,009,415,361.24","9,049,806.00",111.54,United States,New York Stock Exchange Inc.,USD,1.00,--
BLK,BLACKROCK INC,Financials,Equity,"999,720,790.38",0.27,"999,720,790.38","1,374,867.00",727.14,United States,New York Stock Exchange Inc.,USD,1.00,--
DE,DEERE,Industrials,Equity,"990,333,328.40",0.26,"990,333,328.40","2,671,090.00",370.76,United States,New York Stock Exchange Inc.,USD,1.00,--
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"988,899,140.80",0.26,"988,899,140.80","2,195,602.00",450.40,United States,New York Stock Exchange Inc.,USD,1.00,--
MS,MORGAN STANLEY,Financials,Equity,"980,961,269.86",0.26,"980,961,269.86","12,497,914.00",78.49,United States,New York Stock Exchange Inc.,USD,1.00,--
SYK,STRYKER CORP,Health Care,Equity,"973,625,132.35",0.26,"973,625,132.35","3,311,087.00",294.05,United States,New York Stock Exchange Inc.,USD,1.00,--
MMC,MARSH & MCLENNAN INC,Financials,Equity,"968,567,983.59",0.26,"968,567,983.59","4,838,727.00",200.17,United States,New York Stock Exchange Inc.,USD,1.00,--
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"952,677,098.31",0.25,"952,677,098.31","13,326,019.00",71.49,United States,NASDAQ,USD,1.00,--
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"936,931,014.00",0.25,"936,931,014.00","1,305,900.00",717.46,United States,NASDAQ,USD,1.00,--
AXP,AMERICAN EXPRESS,Financials,Equity,"933,459,356.17",0.25,"933,459,356.17","5,699,123.00",163.79,United States,New York Stock Exchange Inc.,USD,1.00,--
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"932,868,235.50",0.25,"932,868,235.50","4,035,770.00",231.15,United States,NASDAQ,USD,1.00,--
PGR,PROGRESSIVE CORP,Financials,Equity,"932,353,542.19",0.25,"932,353,542.19","5,733,679.00",162.61,United States,New York Stock Exchange Inc.,USD,1.00,--
GILD,GILEAD SCIENCES INC,Health Care,Equity,"923,951,808.00",0.25,"923,951,808.00","12,205,440.00",75.70,United States,NASDAQ,USD,1.00,--
CB,CHUBB LTD,Financials,Equity,"911,988,158.06",0.24,"911,988,158.06","4,023,418.00",226.67,United States,New York Stock Exchange Inc.,USD,1.00,--
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"907,731,397.57",0.24,"907,731,397.57","4,566,283.00",198.79,United States,New York Stock Exchange Inc.,USD,1.00,--
ADI,ANALOG DEVICES INC,Information Technology,Equity,"897,217,681.62",0.24,"897,217,681.62","4,911,686.00",182.67,United States,NASDAQ,USD,1.00,--
ETN,EATON PLC,Industrials,Equity,"894,686,952.06",0.24,"894,686,952.06","3,908,466.00",228.91,United States,New York Stock Exchange Inc.,USD,1.00,--
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"893,045,269.98",0.24,"893,045,269.98","2,528,226.00",353.23,United States,NASDAQ,USD,1.00,--
CVS,CVS HEALTH CORP,Health Care,Equity,"869,883,665.48",0.23,"869,883,665.48","12,581,482.00",69.14,United States,New York Stock Exchange Inc.,USD,1.00,--
C,CITIGROUP INC,Financials,Equity,"849,240,442.52",0.23,"849,240,442.52","18,863,626.00",45.02,United States,New York Stock Exchange Inc.,USD,1.00,--
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"836,287,257.76",0.22,"836,287,257.76","1,045,712.00",799.73,United States,NASDAQ,USD,1.00,--
CI,CIGNA,Health Care,Equity,"835,947,060.63",0.22,"835,947,060.63","2,899,473.00",288.31,United States,New York Stock Exchange Inc.,USD,1.00,--
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"827,212,299.30",0.22,"827,212,299.30","10,729,083.00",77.10,United States,NASDAQ,USD,1.00,--
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"814,676,268.14",0.22,"814,676,268.14","14,565,998.00",55.93,United States,New York Stock Exchange Inc.,USD,1.00,--
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"808,734,525.55",0.22,"808,734,525.55","4,509,253.00",179.35,United States,New York Stock Exchange Inc.,USD,1.00,--
SNPS,SYNOPSYS INC,Information Technology,Equity,"806,453,366.67",0.21,"806,453,366.67","1,490,589.00",541.03,United States,NASDAQ,USD,1.00,--
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"795,026,115.55",0.21,"795,026,115.55","14,342,885.00",55.43,United States,New York Stock Exchange Inc.,USD,1.00,--
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"788,340,599.72",0.21,"788,340,599.72","2,995,898.00",263.14,United States,NASDAQ,USD,1.00,--
CME,CME GROUP INC CLASS A,Financials,Equity,"762,436,871.50",0.20,"762,436,871.50","3,524,090.00",216.35,United States,NASDAQ,USD,1.00,--
TMUS,T MOBILE US INC,Communication,Equity,"755,079,872.83",0.20,"755,079,872.83","5,070,713.00",148.91,United States,NASDAQ,USD,1.00,--
FI,FISERV INC,Financials,Equity,"749,150,392.25",0.20,"749,150,392.25","5,971,705.00",125.45,United States,New York Stock Exchange Inc.,USD,1.00,--
SO,SOUTHERN,Utilities,Equity,"743,415,564.87",0.20,"743,415,564.87","10,682,793.00",69.59,United States,New York Stock Exchange Inc.,USD,1.00,--
BX,BLACKSTONE INC,Financials,Equity,"742,370,971.98",0.20,"742,370,971.98","6,952,341.00",106.78,United States,New York Stock Exchange Inc.,USD,1.00,--
KLAC,KLA CORP,Information Technology,Equity,"742,264,164.72",0.20,"742,264,164.72","1,339,416.00",554.17,United States,NASDAQ,USD,1.00,--
SLB,SCHLUMBERGER NV,Energy,Equity,"731,159,333.32",0.19,"731,159,333.32","13,921,541.00",52.52,United States,New York Stock Exchange Inc.,USD,1.00,--
EQIX,EQUINIX REIT INC,Real Estate,Equity,"728,098,032.60",0.19,"728,098,032.60","916,596.00",794.35,United States,NASDAQ,USD,1.00,--
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"719,757,941.65",0.19,"719,757,941.65","2,662,319.00",270.35,United States,NASDAQ,USD,1.00,--
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"716,031,472.56",0.19,"716,031,472.56","17,383,624.00",41.19,United States,New York Stock Exchange Inc.,USD,1.00,--
EOG,EOG RESOURCES INC,Energy,Equity,"702,502,435.23",0.19,"702,502,435.23","5,703,519.00",123.17,United States,New York Stock Exchange Inc.,USD,1.00,--
DUK,DUKE ENERGY CORP,Utilities,Equity,"682,189,536.60",0.18,"682,189,536.60","7,549,685.00",90.36,United States,New York Stock Exchange Inc.,USD,1.00,--
BDX,BECTON DICKINSON,Health Care,Equity,"672,936,108.80",0.18,"672,936,108.80","2,841,791.00",236.80,United States,New York Stock Exchange Inc.,USD,1.00,--
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"662,345,602.88",0.18,"662,345,602.88","662,345,603.00",1.00,United States,--,USD,1.00,--
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"656,831,211.75",0.17,"656,831,211.75","1,393,215.00",471.45,United States,New York Stock Exchange Inc.,USD,1.00,--
AON,AON PLC CLASS A,Financials,Equity,"653,753,003.76",0.17,"653,753,003.76","1,987,212.00",328.98,United States,New York Stock Exchange Inc.,USD,1.00,--
ITW,ILLINOIS TOOL INC,Industrials,Equity,"648,799,629.00",0.17,"648,799,629.00","2,695,470.00",240.70,United States,New York Stock Exchange Inc.,USD,1.00,--
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"640,911,987.36",0.17,"640,911,987.36","5,606,298.00",114.32,United States,New York Stock Exchange Inc.,USD,1.00,--
CSX,CSX CORP,Industrials,Equity,"639,718,104.90",0.17,"639,718,104.90","19,653,398.00",32.55,United States,NASDAQ,USD,1.00,--
SHW,SHERWIN WILLIAMS,Materials,Equity,"636,470,339.55",0.17,"636,470,339.55","2,317,387.00",274.65,United States,New York Stock Exchange Inc.,USD,1.00,--
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"625,809,498.72",0.17,"625,809,498.72","8,097,949.00",77.28,United States,New York Stock Exchange Inc.,USD,1.00,--
HUM,HUMANA INC,Health Care,Equity,"625,825,483.60",0.17,"625,825,483.60","1,213,781.00",515.60,United States,New York Stock Exchange Inc.,USD,1.00,--
WM,WASTE MANAGEMENT INC,Industrials,Equity,"620,220,073.43",0.17,"620,220,073.43","3,610,759.00",171.77,United States,New York Stock Exchange Inc.,USD,1.00,--
